slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num,gsm_id,gse_id,feat1_gsm,feat2_gse,pmid_set,feat3_pmid,feat4_title_score,feat4_title,feat5_tech,tissue_norm,feat6_fingerprint,confidence,overlap_label
GSE217414_GSM6716965,human,liver,37144485,Inferring ligand-receptor cellular networks from bulk and spatial transcriptomic datasets with BulkSignalR,"The study of cellular networks mediated by ligand-receptor interactions has attracted much attention recently owing to single-cell omics. However, rich collections of bulk data accompanied with clinical information exists and continue to be generated with no equivalent in single-cell so far. In parallel, spatial transcriptomic (ST) analyses represent a revolutionary tool in biology. A large number of ST projects rely on multicellular resolution, for instance the Visium™ platform, where several cells are analyzed at each location, thus producing localized bulk data. Here, we describe BulkSignalR, a R package to infer ligand-receptor networks from bulk data. BulkSignalR integrates ligand-receptor interactions with downstream pathways to estimate statistical significance. A range of visualization methods complement the statistics, including functions dedicated to spatial data. We demonstrate BulkSignalR relevance using different datasets, including new Visium liver metastasis ST data, with experimental validation of protein colocalization. A comparison with other ST packages shows the significantly higher quality of BulkSignalR inferences. BulkSignalR can be applied to any species thanks to its built-in generic ortholog mapping functionality.",,True,Visium,2091,17943,GSM6716965,GSE217414,False,False,{'37144485'},False,0.518,False,True,liver,True,0.4,POSSIBLE
GSE217414_GSM6716966,human,liver,37144485,Inferring ligand-receptor cellular networks from bulk and spatial transcriptomic datasets with BulkSignalR,"The study of cellular networks mediated by ligand-receptor interactions has attracted much attention recently owing to single-cell omics. However, rich collections of bulk data accompanied with clinical information exists and continue to be generated with no equivalent in single-cell so far. In parallel, spatial transcriptomic (ST) analyses represent a revolutionary tool in biology. A large number of ST projects rely on multicellular resolution, for instance the Visium™ platform, where several cells are analyzed at each location, thus producing localized bulk data. Here, we describe BulkSignalR, a R package to infer ligand-receptor networks from bulk data. BulkSignalR integrates ligand-receptor interactions with downstream pathways to estimate statistical significance. A range of visualization methods complement the statistics, including functions dedicated to spatial data. We demonstrate BulkSignalR relevance using different datasets, including new Visium liver metastasis ST data, with experimental validation of protein colocalization. A comparison with other ST packages shows the significantly higher quality of BulkSignalR inferences. BulkSignalR can be applied to any species thanks to its built-in generic ortholog mapping functionality.",,True,Visium,2317,17943,GSM6716966,GSE217414,False,False,{'37144485'},False,0.518,False,True,liver,True,0.4,POSSIBLE
GSE224411_GSM7021871,human,pancreas,"37080163,37591207",Title 1: Uncovering the spatial landscape of molecular interactions within the tumor microenvironment through latent spaces. Title 2: Uncovering the spatial landscape of molecular interactions within the tumor microenvironment through latent spaces.,"Abstract 1: Recent advances in spatial transcriptomics (STs) enable gene expression measurements from a tissue sample while retaining its spatial context. This technology enables unprecedented in situ resolution of the regulatory pathways that underlie the heterogeneity in the tumor as well as the tumor microenvironment (TME). The direct characterization of cellular co-localization with spatial technologies facilities quantification of the molecular changes resulting from direct cell-cell interaction, as it occurs in tumor-immune interactions. We present SpaceMarkers, a bioinformatics algorithm to infer molecular changes from cell-cell interactions from latent space analysis of ST data. We apply this approach to infer the molecular changes from tumor-immune interactions in Visium spatial transcriptomics data of metastasis, invasive and precursor lesions, and immunotherapy treatment. Further transfer learning in matched scRNA-seq data enabled further quantification of the specific cell types in which SpaceMarkers are enriched. Altogether, SpaceMarkers can identify the location and context-specific molecular interactions within the TME from ST data. Abstract 2:",Keywords 1: cell-cell interactions; latent space factorization; single-cell transcriptomics; spatial analysis; spatial transcriptomics; transfer learning; tumor microenvironment. Keywords 2:,True,Visium,1872,17943,GSM7021871,GSE224411,False,False,"{'37591207', '37080163'}",False,0.485,False,True,pancreas,True,0.4,POSSIBLE
GSE228685_GSM7134911,human,lacrimal gland,37370820,Spatial Transcriptomics Identifies Expression Signatures Specific to Lacrimal Gland Adenoid Cystic Carcinoma Cells,"Although primary tumors of the lacrimal gland are rare, adenoid cystic carcinoma (ACC) is the most common and lethal epithelial lacrimal gland malignancy. Traditional management of lacrimal gland adenoid cystic carcinoma (LGACC) involves the removal of the eye and surrounding socket contents, followed by chemoradiation. Even with this radical treatment, the 10-year survival rate for LGACC is 20% given the propensity for recurrence and metastasis. Due to the rarity of LGACC, its pathobiology is not well-understood, leading to difficulties in diagnosis, treatment, and effective management. Here, we integrate bulk RNA sequencing (RNA-seq) and spatial transcriptomics to identify a specific LGACC gene signature that can inform novel targeted therapies. Of the 3499 differentially expressed genes identified by bulk RNA-seq, the results of our spatial transcriptomic analysis reveal 15 upregulated and 12 downregulated genes that specifically arise from LGACC cells, whereas fibroblasts, reactive fibrotic tissue, and nervous and skeletal muscle account for the remaining bulk RNA-seq signature. In light of the analysis, we identified a transitional state cell or stem cell cluster. The results of the pathway analysis identified the upregulation of PI3K-Akt signaling, IL-17 signaling, and multiple other cancer pathways. This study provides insights into the molecular and cellular landscape of LGACC, which can inform new, targeted therapies to improve patient outcomes.",lacrimal gland adenoid cystic carcinoma; rare cancer; spatial transcriptomics; transcriptomic signature.,True,Visium,3584,17943,GSM7134911,GSE228685,False,False,{'37370820'},False,0.578,False,True,lacrimal gland,True,0.4,POSSIBLE
GSE233254_GSM7421790,human,pancreas,37285225,Spatial Transcriptomics of Intraductal Papillary Mucinous Neoplasms of the Pancreas Identifies NKX6-2 as a Driver of Gastric Differentiation and Indolent Biological Potential,"Intraductal papillary mucinous neoplasms (IPMN) of the pancreas are bona fide precursor lesions of pancreatic ductal adenocarcinoma (PDAC). The most common subtype of IPMNs harbors a gastric foveolar-type epithelium, and these low-grade mucinous neoplasms are harbingers of IPMNs with high-grade dysplasia and cancer. The molecular underpinning of gastric differentiation in IPMNs is unknown, although identifying drivers of this indolent phenotype might enable opportunities for intercepting progression to high-grade IPMN and cancer. We conducted spatial transcriptomics on a cohort of IPMNs, followed by orthogonal and cross-species validation studies, which established the transcription factor NKX6-2 as a key determinant of gastric cell identity in low-grade IPMNs. Loss of NKX6-2 expression is a consistent feature of IPMN progression, while reexpression of Nkx6-2 in murine IPMN lines recapitulates the aforementioned gastric transcriptional program and glandular morphology. Our study identifies NKX6-2 as a previously unknown transcription factor driving indolent gastric differentiation in IPMN pathogenesis.

Significance: Identification of the molecular features driving IPMN development and differentiation is critical to prevent cancer progression and enhance risk stratification. We used spatial profiling to characterize the epithelium and microenvironment of IPMN, which revealed a previously unknown link between NKX6-2 and gastric differentiation, the latter associated with indolent biological potential. See related commentary by Ben-Shmuel and Scherz-Shouval, p. 1768. This article is highlighted in the In This Issue feature, p. 1749.",,True,Visium,1684,36601,GSM7421790,GSE233254,False,False,{'37285225'},False,0.455,False,True,pancreas,True,0.4,POSSIBLE
GSE235672_GSM7507311,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2587,33538,GSM7507311,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507312,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1883,33538,GSM7507312,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507313,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1876,33538,GSM7507313,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507314,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2963,33538,GSM7507314,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507315,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1858,36601,GSM7507315,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507316,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2560,33538,GSM7507316,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507317,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2027,33538,GSM7507317,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507318,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1555,36601,GSM7507318,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507319,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1733,36601,GSM7507319,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507320,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2253,36601,GSM7507320,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507321,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2176,33538,GSM7507321,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507322,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2494,33538,GSM7507322,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507323,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2499,33538,GSM7507323,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507324,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1887,33538,GSM7507324,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507325,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,2578,33538,GSM7507325,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE235672_GSM7507326,human,brain,37460871,"Siglec-9 acts as an immune-checkpoint molecule on macrophages in glioblastoma, restricting T-cell priming and immunotherapy response","Neoadjuvant immune-checkpoint blockade therapy only benefits a limited fraction of patients with glioblastoma multiforme (GBM). Thus, targeting other immunomodulators on myeloid cells is an attractive therapeutic option. Here, we performed single-cell RNA sequencing and spatial transcriptomics of patients with GBM treated with neoadjuvant anti-PD-1 therapy. We identified unique monocyte-derived tumor-associated macrophage subpopulations with functional plasticity that highly expressed the immunosuppressive SIGLEC9 gene and preferentially accumulated in the nonresponders to anti-PD-1 treatment. Deletion of Siglece (murine homolog) resulted in dramatically restrained tumor development and prolonged survival in mouse models. Mechanistically, targeting Siglece directly activated both CD4+ T cells and CD8+ T cells through antigen presentation, secreted chemokines and co-stimulatory factor interactions. Furthermore, Siglece deletion synergized with anti-PD-1/PD-L1 treatment to improve antitumor efficacy. Our data demonstrated that Siglec-9 is an immune-checkpoint molecule on macrophages that can be targeted to enhance anti-PD-1/PD-L1 therapeutic efficacy for GBM treatment.",,True,Visium,1948,33538,GSM7507326,GSE235672,False,False,{'37460871'},False,0.364,False,True,brain,True,0.4,POSSIBLE
GSE242311_GSM7757970,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2830,17943,GSM7757970,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757971,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2185,17943,GSM7757971,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757973,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2420,17943,GSM7757973,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757974,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2276,17943,GSM7757974,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757975,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,3210,17943,GSM7757975,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757976,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2622,17943,GSM7757976,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757977,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2707,17943,GSM7757977,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757978,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2753,17943,GSM7757978,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757979,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2166,17943,GSM7757979,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
GSE242311_GSM7757980,human,breast,,Spatial heterogeneity of integrins and their ligands in primary breast tumors,,,True,Visium,2305,17943,GSM7757980,GSE242311,False,False,set(),False,0.438,False,True,breast,True,0.4,POSSIBLE
